time,time,price_usd_close,min_1_count,min_10_count,min_100_count,min_1k_count,min_10k_count,active_count,new_non_zero_count,receiving_count,balance_exchanges,balance_exchanges_relative,exchange_net_position_change,rcap_hodl_waves,active_3m_6m,active_6m_12m,active_1y_2y,active_2y_3y,active_3y_5y,profit_relative,profit_sum,loss_sum,count,transfers_volume_exchanges_net,mvrv,mvrv_z_score,marketcap_realized_usd,pi_cycle_top,net_unrealized_profit_loss,seller_exhaustion_constant,realized_profits_to_value_ratio,realized_profit,realized_loss,ssr,ssr_oscillator,network_capacity_sum,per_1_d,per_3_d,per_7_d,per_15_d,per_30_d,price_back_1_d,price_back_3_d,price_back_7_d,price_back_15_d,price_back_30_d,SMA_3,SMA_7
1589068800,2020-05-10,0.002738089901768203,0.4800431783476384,0.9575049963185022,0.5573529411764706,0.026595744680851064,0.84375,0.42880317399599754,0.39322789494360194,0.34501262354639906,1.0,1.0,0.34543377963446537,"{'1d_1w': 0.0732148872642289, '1m_3m': 0.123481410727347, '1w_1m': 0.0711419657537278, '1y_2y': 0.138445091975631, '24h': 0.0135394488333952, '2y_3y': 0.230155521609025, '3m_6m': 0.112902841706604, '3y_5y': 0.00685830415687733, '5y_7y': 0.00494804563326788, '6m_12m': 0.225034787818795, '7y_10y': 0.000277023735903305, 'more_10y': 6.70785325710482e-07}",0.19831763154542023,0.392333336812688,0.66556988967176,0.9665829631313053,0.0,0.29973442918182674,0.2692340758965283,0.6921481532022877,0.5895800011424654,0.5780540784074832,0.028025193053817864,0.013229298400146243,0.0002665565670769436,"{'ma111': 8092.097939760985, 'ma350x2': 17585.768046659698}",0.06429953290924657,0.4369707549238104,0.017086425407013266,0.007996411202881401,0.02997965386077225,"{'h': 36.2841892606022, 'l': 14.771163918801697, 'v': 20.610672844011923}",0.31207424884101254,0.010394082671571114,,,,,,,,,,,,
1589155200,2020-05-11,0.0,0.504739086935917,0.9732828442200484,0.6073529411764705,0.04521276595744681,0.8125,0.5660246213269766,0.5085481494021613,0.4711190124204682,0.9859741099231871,0.9874028898405944,0.3415120646721914,"{'1d_1w': 0.0587038346688756, '1m_3m': 0.119361991353944, '1w_1m': 0.0717460287321886, '1y_2y': 0.138257845597967, '24h': 0.0289554183287568, '2y_3y': 0.230315895897831, '3m_6m': 0.114675292019306, '3y_5y': 0.00698336346319524, '5y_7y': 0.00494885920105962, '6m_12m': 0.225771869218065, '7y_10y': 0.00027893000600261, 'more_10y': 6.71512936945531e-07}",0.20656636460571068,0.3945802943352611,0.6608571296644371,0.9636774693165348,0.0038859038240830375,0.21081469090875832,0.1840283786662503,0.7801140911224638,0.6576388095510111,0.5544454843931275,0.02916138008651508,0.00602449145295121,0.0001368389104041574,"{'ma111': 8092.541826366679, 'ma350x2': 17585.537677147826}",0.03214351811007477,0.40894903399217597,0.04648712965424557,0.021820237108600125,0.046526519050666806,"{'h': 36.27806621663123, 'l': 14.721373975095567, 'v': 20.615763428468043}",0.31342875451363944,0.011487836449408644,0.36922484174334885,,,,,0.002738089901768203,,,,,,
1589241600,2020-05-12,0.003406516634879138,0.5198251803485862,0.9698117176817083,0.5602941176470588,0.06382978723404255,0.8125,0.5287369324569546,0.6124086529800779,0.5430069683352924,0.9392425551732237,0.9469397072108687,0.2757264557255609,"{'1d_1w': 0.0576676467290828, '1m_3m': 0.117851206857378, '1w_1m': 0.0730044032086485, '1y_2y': 0.140386320819466, '24h': 0.0290230845689112, '2y_3y': 0.230526809334006, '3m_6m': 0.115035015105753, '3y_5y': 0.00702241431481904, '5y_7y': 0.00494987559309093, '6m_12m': 0.224252665583922, '7y_10y': 0.000279885817261665, 'more_10y': 6.72067790138952e-07}",0.20686515546493994,0.38614153536305434,0.6751480491705419,0.9632666587265554,0.004795210727244244,0.3329490034007269,0.30140946707213073,0.6594163849411894,0.7982584542442591,0.3771434584477783,0.033825691013367215,0.015192522413265332,0.0,"{'ma111': 8093.286897419378, 'ma350x2': 17585.84053268101}",0.0721528799840369,0.43091585136602517,0.017409167154293994,0.008139359169361296,0.025640527753355877,"{'h': 36.2609314168092, 'l': 14.67100929722906, 'v': 20.780308538614445}",0.31989809757688176,0.010933216643760972,0.5008259555809976,,,,,0.0,,,,,0.0,
1589328000,2020-05-13,0.011444026613218016,0.530619767258175,0.9652887346165983,0.5264705882352941,0.0797872340425532,0.84375,0.40756039875540545,0.49958219658247655,0.4277652622720318,0.9228884525311954,0.9326571624582423,0.28007575927828254,"{'1d_1w': 0.0569722823869022, '1m_3m': 0.115303344624063, '1w_1m': 0.078837262450195, '1y_2y': 0.140600655219063, '24h': 0.0253476993310945, '2y_3y': 0.231411128584935, '3m_6m': 0.115783330464265, '3y_5y': 0.00704901602321478, '5y_7y': 0.00494190178346003, '6m_12m': 0.223470029048611, '7y_10y': 0.000282678277820294, 'more_10y': 6.71806506200609e-07}",0.20993683606667815,0.3832789300273548,0.6779148764680445,0.9707443174682645,0.005650921828434611,0.48021120165955283,0.4429163275568116,0.5138604466667901,0.62548911801668,0.5418304680950656,0.05052447443428399,0.0363035695089768,0.00030693242008404307,"{'ma111': 8098.208224274298, 'ma350x2': 17587.93121600972}",0.1481722525788749,0.44468616901427405,0.041097043593588976,0.019297339268173463,0.006447456644116279,"{'h': 36.17482502288104, 'l': 14.646221219914384, 'v': 21.383653498033866}",0.34024442624614193,0.010336176177852097,0.5968679518140596,0.6023453511227777,,,,0.003406516634879138,0.002738089901768203,,,,0.002965258760847486,
1589414400,2020-05-14,0.019375587886197334,0.5599757780001053,0.9669717050594299,0.5088235294117647,0.09308510638297872,0.84375,0.43848516795962067,0.4504745595700857,0.38296070781351915,0.9269207788894426,0.9359186886336268,0.30553021635441124,"{'1d_1w': 0.058052619098736, '1m_3m': 0.114614861954744, '1w_1m': 0.0851072539881163, '1y_2y': 0.140863280749592, '24h': 0.0198673367988432, '2y_3y': 0.230996898091946, '3m_6m': 0.115763890291883, '3y_5y': 0.00707241707524193, '5y_7y': 0.0049331409066186, '6m_12m': 0.222444354034129, '7y_10y': 0.000283275873801693, 'more_10y': 6.71136479061392e-07}",0.2097960753461719,0.38010167070533146,0.6808812381630105,0.9697966288563841,0.006536212755818939,0.6143581717409665,0.571834635995963,0.3812582456626444,0.5253770135953387,0.6523660157231372,0.08575578688118783,0.05831400194750208,0.0007600693278039254,"{'ma111': 8108.364725992862, 'ma350x2': 17592.989081257998}",0.2162221526841197,0.4494637923210662,0.05443454290611586,0.025616483214110527,0.0036638940097262545,"{'h': 36.10410993441995, 'l': 14.563308009776225, 'v': 17.476968581660664}",0.21966319921080735,0.00848589081865605,0.5860764228983466,0.7757589483894578,,,,0.011444026613218016,0.0,,,,0.009564621199418411,
1589500800,2020-05-15,0.012289831183131303,0.560160075825391,0.9596087093720417,0.5338235294117647,0.0851063829787234,0.84375,0.45593304939659557,0.5432963712959286,0.4701208315191109,0.9254933504556847,0.9344644005865895,0.27829839445902244,"{'1d_1w': 0.0533579551531366, '1m_3m': 0.113490967238344, '1w_1m': 0.0897273217429158, '1y_2y': 0.14091755543308, '24h': 0.0224207362718423, '2y_3y': 0.230852715384254, '3m_6m': 0.116083650013973, '3y_5y': 0.00707889382009324, '5y_7y': 0.00492507061844653, '6m_12m': 0.220857151882807, '7y_10y': 0.000287311208591467, 'more_10y': 6.71232646942685e-07}",0.21167636714294258,0.37501568549127634,0.6816799978145711,0.9698842702431152,0.00681354411258598,0.4700543270605694,0.43332718097997114,0.5239440641270398,0.6749007483148635,0.62282406291364,0.08449547124419919,0.037826078438693456,0.0010153867433942661,"{'ma111': 8118.950939903946, 'ma350x2': 17599.54592727483}",0.1541902393369819,0.41335876716375375,0.04437641156234434,0.020895362015329568,0.012720698078485764,"{'h': 36.02808322353252, 'l': 14.479406468311582, 'v': 17.1647070365615}",0.21243821816313757,0.005525160130154058,0.2921987467474504,0.6045076522869595,,,,0.019375587886197334,0.003406516634879138,,,,0.012590295192077413,
1589587200,2020-05-16,0.013194662470918557,0.5573692801853509,0.9253181865993478,0.5161764705882353,0.08244680851063829,0.84375,0.4358425037435799,0.4458450806631897,0.3761610306734107,0.9249375306034268,0.9337580097447407,0.2610720569800812,"{'1d_1w': 0.0616508008316064, '1m_3m': 0.113904103695035, '1w_1m': 0.0914727352190309, '1y_2y': 0.139024063713611, '24h': 0.0119540355839894, '2y_3y': 0.233659195991578, '3m_6m': 0.114621039399642, '3y_5y': 0.00719865060212484, '5y_7y': 0.0049127234536211, '6m_12m': 0.221311041777099, '7y_10y': 0.000290938405953957, 'more_10y': 6.71326839203785e-07}",0.20159969330087182,0.37664191209658154,0.6705700932913687,0.9885763207657613,0.010567182047261217,0.48040921449844587,0.4433604224254968,0.5137284573546761,0.6246037073003542,0.6274905506479757,0.07593044420724372,0.04062270842745087,0.0011240816603465026,"{'ma111': 8127.497782124659, 'ma350x2': 17604.39327798465}",0.15648500072382798,0.4132240630852426,0.013990439419158169,0.006563538685397245,0.0037138028149623567,"{'h': 35.9574289446659, 'l': 14.39081242921521, 'v': 16.947950858368444}",0.20833519272746892,0.002577251264317736,0.4452835795585132,0.4915058865669301,,,,0.012289831183131303,0.011444026613218016,,,,0.013186565126738568,0.0017520267849827297
1589673600,2020-05-17,0.018143055501805477,0.560160075825391,0.9311033974965814,0.5117647058823529,0.0851063829787234,0.84375,0.3084033456642114,0.29206954853356426,0.21447981867527627,0.9261333748596781,0.9346015516128602,0.2804486922140237,"{'1d_1w': 0.0616659695078393, '1m_3m': 0.113541717761232, '1w_1m': 0.0938318967918509, '1y_2y': 0.139267696786834, '24h': 0.00988485581426423, '2y_3y': 0.233640074799971, '3m_6m': 0.113544713709088, '3y_5y': 0.00720713147286384, '5y_7y': 0.00490924098255731, '6m_12m': 0.222214885351855, '7y_10y': 0.000291145436953752, 'more_10y': 6.71584823061985e-07}",0.193546308936978,0.38132652433763253,0.6730890179971385,0.9891000921829934,0.010654168918974078,0.5875298269437874,0.5463257695131696,0.4078305881285034,0.411380383868388,0.6369651329508008,0.09065335107506346,0.053042395686456384,0.0013091976326781464,"{'ma111': 8135.44959717658, 'ma350x2': 17609.796810627176}",0.20437528549121553,0.4226676186177389,0.01826281124736736,0.00858627113956062,0.00027121860905174186,"{'h': 35.891583330108446, 'l': 14.306947294627797, 'v': 17.326544223542605}",0.2228073474061123,0.0014570497614481656,0.5252535265788424,0.4480945535613025,0.5575533604657862,,,0.013194662470918557,0.019375587886197334,0.002738089901768203,,,0.012766762229936038,0.0040521819185887235
1589760000,2020-05-18,0.019150672624086238,0.5748775735874888,0.9191122330914063,0.5294117647058824,0.0851063829787234,0.8125,0.5351733242523337,0.44161061589649764,0.3980521704411099,0.9292567535363577,0.9370554580324578,0.28602875910719144,"{'1d_1w': 0.0511726242269514, '1m_3m': 0.110539439629398, '1w_1m': 0.0955604081705975, '1y_2y': 0.139564955603791, '24h': 0.0225060787479488, '2y_3y': 0.233349188986363, '3m_6m': 0.112630837209695, '3y_5y': 0.00721328938600155, '5y_7y': 0.00490076673174369, '6m_12m': 0.222269635506949, '7y_10y': 0.000292104914982815, 'more_10y': 6.70885709702815e-07}",0.18706842407304364,0.38374548698058397,0.6765125618264701,0.9896336431219809,0.0105785901943828,0.6000770126585826,0.5584719822997317,0.39544174818528294,0.5430816577173541,0.6474730517467747,0.09641468595321533,0.05516913934542342,0.0018600855713426854,"{'ma111': 8141.5547951966755, 'ma350x2': 17616.409995772327}",0.20672970764251297,0.4175704965160686,0.0649896154624215,0.030713353395613204,0.003449196570679047,"{'h': 35.82324516713081, 'l': 14.228172096237042, 'v': 17.515355943988528}",0.23117011877698615,0.0016815215326271532,0.44661411451733457,0.5668303928785222,0.6004299480272154,,,0.018143055501805477,0.012289831183131303,0.0,,,0.015103577998746004,0.006911618225813836
1589846400,2020-05-19,0.01904635023540737,0.5974672213153599,0.9262648574734407,0.5647058823529412,0.06382978723404255,0.84375,0.4489018832189656,0.44749893107437333,0.36147744541413324,0.9122524115697265,0.922224872292329,0.2531858107798585,"{'1d_1w': 0.0477913957259501, '1m_3m': 0.108857973964038, '1w_1m': 0.0979048260099494, '1y_2y': 0.140293398582461, '24h': 0.0242683152933807, '2y_3y': 0.233121191075286, '3m_6m': 0.112343585173691, '3y_5y': 0.00723504034493385, '5y_7y': 0.00489304695890826, '6m_12m': 0.22299635812275, '7y_10y': 0.000294198046739911, 'more_10y': 6.70702044741996e-07}",0.1821226388423494,0.3888236060791227,0.6825202630228913,0.9892052769095043,0.011257013132418732,0.5966249486958309,0.5552403371221374,0.39887072770130333,0.5473194904604136,0.5383532054549627,0.09225893286729223,0.05403465236290146,0.0021962128931120595,"{'ma111': 8144.575881014579, 'ma350x2': 17626.488727452197}",0.20502180836736808,0.4124840710828468,0.03881316114620764,0.01835139271982075,0.0025217044739445035,"{'h': 35.753467228005434, 'l': 14.149790390385775, 'v': 17.423899527732793}",0.23071828428416902,0.0012029247194689618,0.4252718808807395,0.5514361715732984,0.5592744943640258,,,0.019150672624086238,0.013194662470918557,0.003406516634879138,,,0.017096674087599257,0.009246842106152231
