time_real,active_count,new_non_zero_count,receiving_count,balance_exchanges,balance_exchanges_relative,exchange_net_position_change,active_3m_6m,active_6m_12m,active_1y_2y,active_2y_3y,active_3y_5y,profit_relative,profit_sum,loss_sum,count,transfers_volume_exchanges_net,mvrv,mvrv_z_score,marketcap_realized_usd,net_unrealized_profit_loss,seller_exhaustion_constant,realized_profits_to_value_ratio,realized_profit,realized_loss,ssr_oscillator,network_capacity_sum,1_10_address,10-100-address,100-1k-address,1k-10k-address,10k+address,SMA_3,SMA_7,price_usd_close
2019-01-30,0.1311284589836382,0.22214119368064192,0.15729093703371613,0.37520143240626064,0.6157866696740496,0.4279059795465794,0.14489684778600406,0.4266426515275565,0.7828527425465331,0.022057387053803206,0.18021687901448466,0.04662591787509633,0.041141825415251104,0.9525397417480329,0.6053622251361102,0.4119155926139567,0.004598888058019336,0.0027989421581758023,0.003081680246285555,0.02423443627239847,0.05924271381106987,0.010274276207419917,0.0036047884104382,0.02523908128303897,0.2977809130673175,0.0,0.0,0.4279235215651401,0.94351630867144,0.05102040816326531,0.46153846153846156,0.0006903680518269663,0.0013646935309530514,0.0013198303193567638
2019-01-31,0.166722232668887,0.2627625379007386,0.2006756652101257,0.3948548054855006,0.6336281324938935,0.4701809075533713,0.15590478063443114,0.42158250968143285,0.787319023842329,0.021747872080806842,0.18027945025016426,0.026441602046756853,0.023180869824341747,0.97281402231713,0.7018810690611574,0.7005802398206152,0.002785328443796344,0.0020321464976745026,0.002971665510820253,0.015601950871645662,0.059294820039574536,0.0018200571734713247,0.0006397182983091104,0.011505274844302915,0.29972986962120185,0.004966619413507815,0.005693309087201101,0.35331258337038685,0.9482895783611774,0.05393586005830904,0.46153846153846156,0.0006102535758283565,0.0010241413157907264,0.0008816328298368807
2019-02-01,0.195515419854021,0.2501698343762141,0.22642184845892915,0.39819584374691774,0.6362671546961881,0.4904333792998474,0.1580509538518738,0.4160384378728851,0.7927750477268717,0.022311265705097928,0.1798670621066649,0.05677331891751872,0.05034342983177372,0.9426117907993284,0.6577487597512855,0.5961357558347254,0.005196781883097088,0.0032396135938078303,0.0028291279895379,0.02632692257818949,0.06627640205569635,0.0016198551910496274,0.0005688348624387462,0.014230494895332695,0.3050659506052774,0.006638714266505827,0.009117792015771316,0.35331258337038685,0.9196499602227526,0.04956268221574344,0.5384615384615384,0.0008303782817718271,0.0007628528840647066,0.0013717963967670912
2019-02-02,0.06723293998756398,0.15471748892549642,0.08055836174420065,0.38983600781736927,0.6280531194013448,0.5060357987405786,0.1595339411284498,0.41149019032782524,0.7987212036979017,0.022532543280466073,0.1801164409950012,0.07825129245633537,0.06959570333406653,0.921242488336008,0.6054951628789481,0.5211497358605705,0.007957910365919151,0.0050476449093318785,0.002783006084862318,0.03819134803876252,0.06932945674748787,0.0005580793460632334,0.00019684461453050252,0.005290458237319523,0.3098076436286995,0.008224752545479715,0.013052123519314764,0.3513561582925745,0.9172633253778838,0.05102040816326531,0.5384615384615384,0.001049596258384587,0.0005901011342328478,0.001965577219901966
2019-02-03,0.02946459368947103,0.11012864004444994,0.031463350411405425,0.39249935535830277,0.6301209837131236,0.49962795658099424,0.16302814739797905,0.4089639564969424,0.7996544713288914,0.027215443603822807,0.17980994877894182,0.031227552149497073,0.027643792315772263,0.9683357568776866,0.5394643817488565,0.5917320830796723,0.003456412233852247,0.002280129950742991,0.0027311485369987793,0.018688339739348518,0.06193531898189469,5.454814108804125e-05,2.0424252157015906e-05,0.005469154108523677,0.30820265992237317,0.0089860412985457,0.01670603830662293,0.35402401067140954,0.9085123309466985,0.052478134110787174,0.5384615384615384,0.0010723638162924121,0.0003016683189620206,0.0009486988623727772
2019-02-04,0.13893846247910507,0.2085956813234276,0.14594437378776953,0.39157719731685386,0.6288238908647868,0.4808112218567091,0.15649508367021836,0.3987389782300626,0.8118981664676871,0.028488390440679554,0.17466629233624376,0.027435338264606517,0.024317986246826465,0.9722282310648328,0.6455366152842148,0.5687718641300209,0.0033771044539139387,0.0023502972505697844,0.0025450303793042362,0.018303428942432757,0.061191712929289,0.0003445087420370497,0.00012139507756689679,0.017194526443120674,0.31080853690615035,0.010434890789597568,0.02125218810013426,0.36007114273010227,0.9164677804295943,0.048104956268221574,0.5384615384615384,0.0009038134050412084,0.0002658330962460791,0.0008753001361371763
2019-02-05,0.17830687891725897,0.3004125944398504,0.22770227361515308,0.38996978509712266,0.6268892468555287,0.46574301982697075,0.1490861972672661,0.3988532927555945,0.8178612080713733,0.028746707049242304,0.17400812108650113,0.04558185068910223,0.04059751970002732,0.9541880630180263,0.7022798822896713,0.5643810369893166,0.003782053098107218,0.002390547407996727,0.0024613813467835415,0.02198166247813641,0.06143518616538534,0.0012938254218528367,0.00045300602000069825,0.008896828411109652,0.3147995821467435,0.01102528845130787,0.02604476470488265,0.3545575811471765,0.9212410501193318,0.04227405247813411,0.5384615384615384,0.0005545212679432007,0.0002973752949096065,0.000936672937502342
2019-02-06,0.22113038552807507,0.261592688331673,0.19170408410878795,0.39401887040559486,0.6301687096377824,0.4730390347280068,0.1475405742436131,0.3927521451144625,0.8227336810025768,0.028812145852643193,0.1735997572900608,0.011433206422784895,0.010147829204244688,0.9884441088155017,0.688714189895523,0.60061524128676,0.0006622069295364461,0.00040592969239243296,0.0022744352976463646,0.004239255561805759,0.047071178443977804,0.001862666001565474,0.000650827239925198,0.018171426364093236,0.3122430747359736,0.014170761572282947,0.022246392821332065,0.34948866162738995,0.9291964996022275,0.04664723032069971,0.5641025641025641,0.000297146644623248,0.00013037679634321248,0.00019055453563520633
2019-02-07,0.1742888224660461,0.24741124661687752,0.1781942219093824,0.4096917521342747,0.6442341786332599,0.5063253209579316,0.15266078977051767,0.39022640744505194,0.8247834047986321,0.028803543274804933,0.17336618284645863,0.0,0.0,1.0,0.6991075043355832,0.6750601828653165,0.0,0.0,0.0021327355399471913,0.0,0.03336124668457976,0.0,0.0,0.01345141491431635,0.31392102593131205,0.016145275517091162,0.02880644448598766,0.3604268563806136,0.9220365950676214,0.03935860058309038,0.5641025641025641,0.0,0.0,0.0
2019-02-08,0.22881695174525316,0.2579073366280117,0.2505657792608987,0.41978081883481905,0.6531337232713366,0.5172597524278966,0.15113706446970496,0.38058263698287315,0.832462855095676,0.028545601977933457,0.1741564289394674,0.15037905037472507,0.13450418350139537,0.8497197248836085,0.6454641037881214,0.6393033029773866,0.018532601393280727,0.012053872776945503,0.002070808337588914,0.09312000173409088,0.027713398385412293,0.011295347724652077,0.003940591120000795,0.012237695973335882,0.3364873205629359,0.0169819468282948,0.03459322581193386,0.3653179190751445,0.9148766905330151,0.04081632653061224,0.5897435897435898,0.0010627028652503527,0.0003985784108050627,0.004067059833865942
2019-02-09,0.07862031731455855,0.15423565849074214,0.0875180920288371,0.42172763983988115,0.6544951180519804,0.520415491080676,0.14858901369874639,0.37376736828926205,0.8412962354748501,0.029121786664066146,0.17420715364464104,0.15051956069501474,0.1347053276016949,0.8496700806722298,0.5718196155682183,0.5871558655765822,0.019246794798150443,0.012512952256283051,0.0020940185490835113,0.09287266867902153,0.015337856665749652,0.009168691602149249,0.0031990659967518122,0.003819669912231182,0.3393037864417312,0.018583813086261104,0.03451674852568787,0.36629613161405067,0.9053301511535402,0.048104956268221574,0.5897435897435898,0.002432385581524175,0.0007327348681124052,0.004225207087540399
