time,time,price_usd_close,min_1_count,min_10_count,min_100_count,min_1k_count,min_10k_count,active_count,new_non_zero_count,receiving_count,balance_exchanges,balance_exchanges_relative,exchange_net_position_change,rcap_hodl_waves,active_3m_6m,active_6m_12m,active_1y_2y,active_2y_3y,active_3y_5y,profit_relative,profit_sum,loss_sum,count,transfers_volume_exchanges_net,mvrv,mvrv_z_score,marketcap_realized_usd,pi_cycle_top,net_unrealized_profit_loss,seller_exhaustion_constant,realized_profits_to_value_ratio,realized_profit,realized_loss,ssr,ssr_oscillator,network_capacity_sum
1590192000,2020-05-23,9212.38362171,815966.0,154466.0,16060.0,2134.0,107.0,849483.0,400683.0,558164.0,2941458.2656400707,0.15999908974321092,-54137.483066972345,"{'1d_1w': 0.054499699329955, '1m_3m': 0.100653227032676, '1w_1m': 0.105871961995768, '1y_2y': 0.142336370276726, '24h': 0.0103114274022969, '2y_3y': 0.233730500503919, '3m_6m': 0.114670166597323, '3y_5y': 0.00738054215105684, '5y_7y': 0.00488704671960919, '6m_12m': 0.225359922113642, '7y_10y': 0.000298463258940653, 'more_10y': 6.72618224055223e-07}",1376216.00025536,2468215.03217588,2966574.43707345,2877357.83959741,1094132.58518593,0.774469055253823,14237986.1021181,4146203.69285282,269111.0,-2334.603408454299,1.6101224902814713,1.06372709962042,105170542318.133,"{'ma111': 8142.906285810522, 'ma350x2': 17659.634032066202}",0.379016222231999,0.05803453061910512,0.00038306897186765013,40287571.5165704,16883744.8264587,"{'h': 35.44049222961749, 'l': 13.8263597504622, 'v': 16.573188359661167}",-1.4916606323482076,901.75165218
1590278400,2020-05-24,8792.95744169,815595.0,154514.0,16067.0,2133.0,107.0,808246.0,332497.0,458465.0,2938623.2644567895,0.15983857793727488,-53199.490957593545,"{'1d_1w': 0.0522528512948589, '1m_3m': 0.101101540370889, '1w_1m': 0.104956669152608, '1y_2y': 0.142727899957938, '24h': 0.0125906675944079, '2y_3y': 0.233666144655855, '3m_6m': 0.114960022091439, '3y_5y': 0.00748920015125579, '5y_7y': 0.00488657841045798, '6m_12m': 0.225068711855181, '7y_10y': 0.000299041244209441, 'more_10y': 6.73221037155633e-07}",1377123.60323939,2466452.49510196,2971613.63100085,2874297.59990369,1098080.3130348,0.715944074400192,13162570.8058119,5222343.98915908,214414.0,-2823.5584408687973,1.5965053597795917,1.01402541161653,105194038338.44,"{'ma111': 8141.009467638996, 'ma350x2': 17667.103588062906}",0.348130673296293,0.050187846869326716,0.0003610585420011555,37981206.1096908,21114134.1522586,"{'h': 35.35662895098195, 'l': 13.746005503458145, 'v': 16.439222507115527}",-1.501501285199437,905.88054008
1590364800,2020-05-25,8910.14065013,816064.0,154465.0,16084.0,2135.0,107.0,822993.0,397348.0,551380.0,2926233.91758215,0.1591579291859391,-64106.64474072168,"{'1d_1w': 0.036137409841049, '1m_3m': 0.100417200888415, '1w_1m': 0.108363155173856, '1y_2y': 0.143240932563999, '24h': 0.0245314738174001, '2y_3y': 0.233936246116248, '3m_6m': 0.114378146586359, '3y_5y': 0.00755284118391317, '5y_7y': 0.00489183905348644, '6m_12m': 0.226250034540657, '7y_10y': 0.000300045673898589, 'more_10y': 6.74560855592388e-07}",1363086.34065678,2481910.58451675,2975728.59396259,2872925.98915127,1100086.89639399,0.749597978554824,13781880.5896337,4603815.4553373,265750.0,-12375.814195242696,1.5442473565134243,0.976912334938547,105080516218.19,"{'ma111': 8137.4640881280975, 'ma350x2': 17672.76817094548}",0.358424921941129,0.049654841926986555,0.0003184340228954403,33461211.5072878,153875163.427713,"{'h': 35.28061328829752, 'l': 13.654956844656084, 'v': 15.913176171972557}",-1.5823073702846224,908.16754261
1590451200,2020-05-26,8830.00836771,817024.0,154602.0,16081.0,2131.0,107.0,869806.0,446470.0,605203.0,2924128.246082821,0.15903669790785743,-66249.02126981225,"{'1d_1w': 0.0441540648930054, '1m_3m': 0.100295706210393, '1w_1m': 0.109900238389708, '1y_2y': 0.14372826509096, '24h': 0.0142609601390532, '2y_3y': 0.233966135369845, '3m_6m': 0.114790910709753, '3y_5y': 0.00758019899832364, '5y_7y': 0.00489237445280985, '6m_12m': 0.226129999470252, '7y_10y': 0.000300471170173048, 'more_10y': 6.75105860737298e-07}",1366365.00175572,2481835.3064178,2980842.87501772,2871332.43984554,1100740.20487867,0.736267257831813,13537356.6174848,4849114.42748617,295658.0,-2095.6973748062956,1.5514414824434937,0.949199166248942,105072689490.869,"{'ma111': 8132.667742400253, 'ma350x2': 17678.2288721223}",0.353197879408942,0.04349816382918393,0.00033916589674885903,35637072.954985,50329599.2330907,"{'h': 35.21696184084872, 'l': 13.560000669394524, 'v': 15.963828063939465}",-1.556017600897138,916.002088
1590537600,2020-05-27,9178.8408253,817540.0,154495.0,16066.0,2132.0,108.0,906216.0,441237.0,603810.0,2925245.9293371513,0.15909002334277966,-61945.65714729205,"{'1d_1w': 0.0355748489385593, '1m_3m': 0.100671455098668, '1w_1m': 0.112983779725156, '1y_2y': 0.144278856447248, '24h': 0.0197163239234515, '2y_3y': 0.233900148563195, '3m_6m': 0.113776922391738, '3y_5y': 0.00760210278336043, '5y_7y': 0.00488804039847882, '6m_12m': 0.226304515960147, '7y_10y': 0.000302330712016376, 'more_10y': 6.75058118707357e-07}",1351379.00447164,2488722.13120072,2987751.47572677,2871307.20542247,1101312.75889612,0.78278073846538,14393250.5307416,3994083.01422934,292789.0,1127.4946254427996,1.5794634754566794,1.03520453167671,105138793558.158,"{'ma111': 8126.812153571514, 'ma350x2': 17683.901785314483}",0.377478785206369,0.039979371236353936,0.0007372048249641246,77508825.9019811,19267160.0144712,"{'h': 35.15947523502623, 'l': 13.467046141467902, 'v': 16.190062452006345}",-1.4978863272906482,919.45262654
1590624000,2020-05-28,9521.7710264,817992.0,154642.0,16078.0,2132.0,108.0,866823.0,451063.0,617349.0,2928944.621170921,0.15928408477977782,-49482.41544888308,"{'1d_1w': 0.0395080239151675, '1m_3m': 0.100507203002113, '1w_1m': 0.112365688690535, '1y_2y': 0.144402251726775, '24h': 0.0167772922529515, '2y_3y': 0.234392698885376, '3m_6m': 0.11424292547966, '3y_5y': 0.00764704662541165, '5y_7y': 0.0048829301234669, '6m_12m': 0.224969559490326, '7y_10y': 0.000303704990555832, 'more_10y': 6.74817798420045e-07}",1356908.57899889,2476249.39455964,2987857.21927761,2880605.26068368,1102930.48014938,0.826523258276639,15198235.5485265,3189916.7464445,299779.0,3709.348271509298,1.6280083779965597,1.16198451182063,105212919877.872,"{'ma111': 8122.682831526309, 'ma350x2': 17690.4781963098}",0.399485349825718,0.03443670022711963,0.0008505925286856449,89493323.5693193,22999739.9917969,"{'h': 35.09100389295883, 'l': 13.387494256960851, 'v': 16.67206353187984}",-1.3946473487456388,921.58125818
1590710400,2020-05-29,9440.88143521,817627.0,154535.0,16074.0,2131.0,107.0,851432.0,430118.0,591008.0,2923890.6093458296,0.15900237013459584,-49649.38043359481,"{'1d_1w': 0.0358087565398759, '1m_3m': 0.114947089479573, '1w_1m': 0.0972088401624011, '1y_2y': 0.144344607103333, '24h': 0.0228729102881542, '2y_3y': 0.234786940828362, '3m_6m': 0.11394078158535, '3y_5y': 0.00771256104403527, '5y_7y': 0.00488155145392122, '6m_12m': 0.223190705322025, '7y_10y': 0.000304581436922951, 'more_10y': 6.74756183575644e-07}",1352770.77056074,2461706.7207679,2986495.07922881,2885238.90066044,1105250.60812197,0.811346067997077,14919799.0681976,3469146.97677338,280833.0,-5042.618456618096,1.6531894202034856,1.13116807578314,105261173983.773,"{'ma111': 8119.727096902413, 'ma350x2': 17696.82302075201}",0.393650785254129,0.030015904157356353,0.0008659080237262658,91146495.1393955,50405590.2701632,"{'h': 35.022695412995205, 'l': 13.313211510409078, 'v': 16.960357984733783}",-1.32800862688583,921.78527316
1590796800,2020-05-30,9696.80790406,817258.0,154735.0,16083.0,2135.0,107.0,904549.0,400113.0,556898.0,2927724.2604050213,0.15920240459626162,-46163.11749419337,"{'1d_1w': 0.0474736687733103, '1m_3m': 0.121578237799072, '1w_1m': 0.0906231339461863, '1y_2y': 0.144800192305847, '24h': 0.011479997557342, '2y_3y': 0.234735350401041, '3m_6m': 0.113656563007596, '3y_5y': 0.0077349353319892, '5y_7y': 0.00488148549455592, '6m_12m': 0.222730607419299, '7y_10y': 0.000305153245009284, 'more_10y': 6.74718890929108e-07}",1348581.21551652,2459155.1284804,2992206.81214569,2885133.35186734,1104933.0306062,0.849782608793025,15627435.0810932,2762485.96387779,285890.0,3843.038324080302,1.662759404993678,1.20891276150291,105300012017.765,"{'ma111': 8114.967974450475, 'ma350x2': 17701.40653063569}",0.409716064736064,0.03123951189269407,0.00040884496967831654,43051380.2205295,13487421.6178061,"{'h': 34.95488556983476, 'l': 13.24198511348854, 'v': 17.114693440104578}",-1.286560847197339,922.65609587
1590883200,2020-05-31,9452.45408509,816593.0,154967.0,16089.0,2136.0,107.0,793684.0,360333.0,495144.0,2930195.11423624,0.15932864111295553,-52301.076439724304,"{'1d_1w': 0.0459266578909308, '1m_3m': 0.124312577244722, '1w_1m': 0.086619097004356, '1y_2y': 0.144861851425395, '24h': 0.0146212642296781, '2y_3y': 0.234307875657492, '3m_6m': 0.113861204228794, '3y_5y': 0.00777433323679017, '5y_7y': 0.00487388040597932, '6m_12m': 0.222531654667138, '7y_10y': 0.000308929128909172, 'more_10y': 6.74879953773781e-07}",1350165.24225667,2459532.43319286,2992489.67236808,2882706.52781434,1106239.98301533,0.80823701000145,14864172.521747,3526686.02322401,258277.0,2479.307297732903,1.6691954700878653,1.12736279242589,105342133564.139,"{'ma111': 8111.756786629817, 'ma350x2': 17704.140562595658}",0.394738560082363,0.029264810633138322,0.0006003208662010023,63239080.8686856,30081969.9424665,"{'h': 34.88302079973229, 'l': 13.174593127985862, 'v': 17.18794891382161}",-1.2604981168564056,931.47893846
1590969600,2020-06-01,10170.4099128,815608.0,154843.0,16054.0,2134.0,107.0,880913.0,449527.0,623969.0,2925321.2788000405,0.1590563842597712,-60551.28201760445,"{'1d_1w': 0.0329485088364808, '1m_3m': 0.122478773727336, '1w_1m': 0.0917656977966764, '1y_2y': 0.144820686137703, '24h': 0.0280650095960809, '2y_3y': 0.233966665452113, '3m_6m': 0.114464854331457, '3y_5y': 0.00779096066113611, '5y_7y': 0.00486575206567453, '6m_12m': 0.218521948864558, '7y_10y': 0.000310468260015508, 'more_10y': 6.74270908257082e-07}",1355450.06687636,2419957.67609322,2992456.39739256,2881744.69249127,1106127.10318454,0.897008844448518,16497514.0167478,1894182.02822318,308178.0,-4862.371814445301,1.670218723385603,1.34778434005928,105492359372.028,"{'ma111': 8108.710721190403, 'ma350x2': 17706.173182921986}",0.435719310460865,0.03225541988753612,0.0017800202687155721,187778537.876837,45600107.5873254,"{'h': 34.81327755937352, 'l': 13.108021629696491, 'v': 17.242125113556508}",-1.238137804547595,934.76011994
1591056000,2020-06-02,9532.18934947,814919.0,154494.0,16023.0,2138.0,106.0,896076.0,459719.0,638390.0,2939105.42286788,0.1597988543783434,-49808.33578722598,"{'1d_1w': 0.036497583382715, '1m_3m': 0.12150687493857, '1w_1m': 0.0876920261253373, '1y_2y': 0.144792048440748, '24h': 0.031540048902552, '2y_3y': 0.233445316748939, '3m_6m': 0.113725109288836, '3y_5y': 0.00781411326621662, '5y_7y': 0.00485758891967541, '6m_12m': 0.217816255471757, '7y_10y': 0.000312361197713165, 'more_10y': 6.73317078451345e-07}",1346635.76555581,2419676.3124594,2993859.55188749,2879474.081179,1106179.59661274,0.810857748576772,14913703.0015933,3478799.29337769,303985.0,13797.174060628997,1.7214270535446452,1.14805047047231,105689594812.063,"{'ma111': 8104.958663155995, 'ma350x2': 17710.287203353568}",0.396815773323074,0.02929880875441452,0.002451386291777324,259086023.905791,69819857.0339828,"{'h': 34.74848328306827, 'l': 13.04088699221317, 'v': 17.283088864521908}",-1.2183009458129868,931.53219392
1591142400,2020-06-03,9646.2557319,815596.0,154584.0,16014.0,2140.0,106.0,954694.0,470226.0,646739.0,2924679.78093089,0.15900702322196494,-57607.96593375504,"{'1d_1w': 0.0473173107848471, '1m_3m': 0.122136514004147, '1w_1m': 0.0872943367582718, '1y_2y': 0.144909562900662, '24h': 0.0200571944879142, '2y_3y': 0.233355716888173, '3m_6m': 0.114429750881302, '3y_5y': 0.0078850027117656, '5y_7y': 0.00485627795750059, '6m_12m': 0.217444851822372, '7y_10y': 0.000312807501001786, 'more_10y': 6.733021810118e-07}",1354233.27589668,2416876.47396209,2994839.34384443,2877748.24217533,1108315.2580672,0.843516239873091,15515107.1824445,2878263.86252647,313861.0,-14416.352340009602,1.6638450906993525,1.1834475428505,105743404732.579,"{'ma111': 8098.6763859850225, 'ma350x2': 17712.62414048938}",0.406721997811162,0.03064115957537239,0.0007059073056299732,74645041.9229146,29145945.093313,"{'h': 34.692221784116235, 'l': 12.960734042444711, 'v': 16.564367513301438}",-1.3366982484229044,930.62911326
